symbol,organ_name,icb_name,exchange
TUG,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Công nghiệp,UPCOM
DHT,Công ty Cổ phần Dược phẩm Hà Tây,Dược phẩm và Y tế,HNX
DBT,Công ty Cổ phần Dược phẩm Bến Tre,Dược phẩm và Y tế,HOSE
HQC,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,Tài chính,HOSE
HTG,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Hàng Tiêu dùng,HOSE
HSL,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,Hàng Tiêu dùng,HOSE
C47,Công ty Cổ phần Xây dựng 47,Công nghiệp,HOSE
CLX,Công ty Cổ phần Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Hàng Tiêu dùng,UPCOM
CDR,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Công nghiệp,UPCOM
IME,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Công nghiệp,UPCOM
HTV,Công ty Cổ phần Logistics Vicem,Công nghiệp,HOSE
DXL,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,Dịch vụ Tiêu dùng,UPCOM
CDG,Công ty Cổ phần Cầu Đuống,Công nghiệp,UPCOM
GEX,Công ty Cổ phần Tập đoàn Gelex,Công nghiệp,HOSE
HSA,Công ty Cổ phần HESTIA,Công nghiệp,UPCOM
GLW,Công ty Cổ phần Cấp thoát nước Gia Lai,Tiện ích Cộng đồng,UPCOM
IDP,Công ty Cổ phần Sữa Quốc tế LOF,Hàng Tiêu dùng,UPCOM
BTU,Công ty Cổ phần Công trình Đô thị Bến Tre,Công nghiệp,UPCOM
EVG,Công ty Cổ phần Tập đoàn Everland,Công nghiệp,HOSE
BVS,Công ty Cổ phần Chứng khoán Bảo Việt,Tài chính,HNX
BWS,Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu,Tiện ích Cộng đồng,UPCOM
HDA,Công ty Cổ phần Hãng sơn Đông Á,Công nghiệp,HNX
ADG,Công ty Cổ phần Clever Group,Dịch vụ Tiêu dùng,HOSE
MBT,Công ty Cổ phần Bất động sản cho thuê Minh Bảo Tín,Tài chính,UPCOM
ITD,Công ty Cổ phần Công nghệ ITD,Công nghệ Thông tin,HOSE
MLS,Công ty Cổ phần Chăn nuôi - Mitraco,Hàng Tiêu dùng,UPCOM
MZG,Công ty Cổ Phần Miza,Nguyên vật liệu,UPCOM
IMP,Công ty Cổ phần Dược phẩm IMEXPHARM,Dược phẩm và Y tế,HOSE
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Nguyên vật liệu,HOSE
FRM,Công ty Cổ phần Lâm nghiệp Sài Gòn,Nguyên vật liệu,UPCOM
HLB,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Hàng Tiêu dùng,UPCOM
MKV,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược phẩm và Y tế,HNX
FTI,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị,Hàng Tiêu dùng,UPCOM
HHG,Công ty Cổ phần Hoàng Hà,Dịch vụ Tiêu dùng,UPCOM
ITC,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Tài chính,HOSE
HTP,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát,Dịch vụ Tiêu dùng,UPCOM
JVC,Công ty Cổ phần Đầu tư Y tế - Dược phẩm Việt Nam,Dược phẩm và Y tế,HOSE
FTM,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,Hàng Tiêu dùng,UPCOM
HBD,Công ty Cổ phần Bao bì PP Bình Dương,Công nghiệp,UPCOM
HNM,Công ty Cổ phần Sữa Hà Nội,Hàng Tiêu dùng,UPCOM
DCF,Công ty Cổ phần Xây dựng và Thiết kế số 1,Công nghiệp,UPCOM
VBG,Công ty Cổ phần Địa chất Việt Bắc - TKV,Nguyên vật liệu,UPCOM
DTA,Công ty Cổ phần Đệ Tam,Tài chính,HOSE
HAG,Công ty Cổ phần Hoàng Anh Gia Lai,Hàng Tiêu dùng,HOSE
DTI,Công ty Cổ phần Đầu tư Đức Trung,Dịch vụ Tiêu dùng,UPCOM
DCG,Công ty Cổ phần Tổng Công ty May Đáp Cầu,Hàng Tiêu dùng,UPCOM
ILC,Công ty Cổ phần Hợp tác lao động với nước ngoài,Công nghiệp,UPCOM
HAM,Công ty Cổ phần Vật tư Hậu Giang,Công nghiệp,UPCOM
L14,Công ty Cổ phần Licogi 14,Công nghiệp,HNX
ABR,Công ty Cổ phần Đầu tư Nhãn Hiệu Việt,Công nghiệp,HOSE
KWA,Công ty Cổ phần Cấp thoát nước và Môi trường Kiến Tường,Tiện ích Cộng đồng,UPCOM
KTS,Công ty Cổ phần Đường Kon Tum,Hàng Tiêu dùng,HNX
DPG,Công ty Cổ phần Tập đoàn Đạt Phương,Công nghiệp,HOSE
BNW,Công ty Cổ phần Nước sạch Bắc Ninh,Tiện ích Cộng đồng,UPCOM
AGF,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang,Hàng Tiêu dùng,UPCOM
BT6,Công ty Cổ phần BETON 6,Công nghiệp,UPCOM
L62,Công ty Cổ phần Lilama 69 - 2,Công nghiệp,UPCOM
LAF,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An,Hàng Tiêu dùng,HOSE
HVT,Công ty Cổ phần Hóa chất Việt Trì,Nguyên vật liệu,HNX
HJC,Công ty Cổ phần Hoà Việt,Hàng Tiêu dùng,UPCOM
LMC,Công ty Cổ phần Long Beach LMC,Nguyên vật liệu,UPCOM
LCG,Công ty Cổ phần Lizen,Công nghiệp,HOSE
HSM,Tổng Công ty Cổ phần Dệt May Hà Nội,Hàng Tiêu dùng,UPCOM
GTT,Công ty Cổ phần Thuận Thảo,Dịch vụ Tiêu dùng,UPCOM
LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,Công nghiệp,HNX
HBH,Công ty Cổ phần HABECO - Hải Phòng,Hàng Tiêu dùng,UPCOM
LLM,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,Công nghiệp,UPCOM
LKW,Công ty Cổ phần Cấp nước Long Khánh,Tiện ích Cộng đồng,UPCOM
FOC,Công ty Cổ phần Dịch vụ Trực tuyến FPT,Dịch vụ Tiêu dùng,UPCOM
IVS,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam),Tài chính,HNX
BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,Tài chính,HOSE
CAT,Công ty Cổ phần Thủy sản Cà Mau,Hàng Tiêu dùng,UPCOM
EME,Công ty Cổ phần Điện Cơ,Công nghiệp,UPCOM
BLF,Công ty Cổ phần Thủy sản Bạc Liêu,Hàng Tiêu dùng,UPCOM
LTC,Công ty Cổ phần Điện nhẹ Viễn Thông,Công nghệ Thông tin,UPCOM
HDP,Công ty Cổ phần Dược Hà Tĩnh,Dược phẩm và Y tế,UPCOM
HPP,Công ty Cổ phần Sơn Hải Phòng,Công nghiệp,UPCOM
LDG,Công ty Cổ phần Đầu tư LDG,Tài chính,HOSE
M10,Tổng công ty May 10 - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
CVT,Công ty Cổ phần CMC,Công nghiệp,HOSE
GDW,Công ty Cổ phần Cấp nước Gia Định,Tiện ích Cộng đồng,HNX
HHP,Công ty Cổ phần HHP Global,Nguyên vật liệu,HOSE
MDA,Công ty Cổ phần Môi trường Đô thị Đông Anh,Công nghiệp,UPCOM
MDF,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,Nguyên vật liệu,UPCOM
HPD,Công ty Cổ phần Thủy điện Đăk Đoa,Tiện ích Cộng đồng,UPCOM
L10,Công ty Cổ phần Lilama 10,Công nghiệp,HOSE
HMD,Công ty Cổ phần Hóa chất Minh Đức,Nguyên vật liệu,UPCOM
MIC,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Nguyên vật liệu,HNX
GSP,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,HOSE
MIM,Công ty Cổ phần Khoáng sản và Cơ khí,Nguyên vật liệu,UPCOM
YBC,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,Công nghiệp,UPCOM
BVB,Ngân hàng Thương mại Cổ phần Bản Việt,Ngân hàng,UPCOM
MLC,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Công nghiệp,UPCOM
GEE,Công ty Cổ phần Điện lực Gelex,Công nghiệp,HOSE
HAF,Công ty Cổ phần Thực phẩm Hà Nội,Hàng Tiêu dùng,UPCOM
HTT,Công ty Cổ phần Thương mại Hà Tây,Dịch vụ Tiêu dùng,UPCOM
CNT,Công ty Cổ phần Tập đoàn CNT,Tài chính,UPCOM
HAN,Tổng Công ty Xây dựng Hà Nội - CTCP,Công nghiệp,UPCOM
MPT,Công ty Cổ phần Tập đoàn MPT,Hàng Tiêu dùng,UPCOM
BHC,Công ty Cổ phần Bê tông Biên Hòa,Công nghiệp,UPCOM
HFC,Công ty Cổ phần Xăng dầu HFC,Tiện ích Cộng đồng,UPCOM
MCH,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Hàng Tiêu dùng,UPCOM
HVX,Công ty Cổ phần Xi măng Vicem Hải Vân,Công nghiệp,HOSE
MML,Công ty Cổ phần Masan MEATLife,Hàng Tiêu dùng,UPCOM
MTG,Công ty Cổ phần MT Gas,Tiện ích Cộng đồng,UPCOM
HHS,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Hàng Tiêu dùng,HOSE
DKC,Công ty Cổ phần Chợ Lạng Sơn,Dịch vụ Tiêu dùng,UPCOM
MIG,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Tài chính,HOSE
MPC,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Hàng Tiêu dùng,UPCOM
CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,Tiện ích Cộng đồng,HOSE
IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Tài chính,HOSE
MPY,Công ty Cổ phần Môi trường đô thị Phú Yên,Công nghiệp,UPCOM
MTH,Công ty Cổ phần Môi trường Đô thị Hà Đông,Công nghiệp,UPCOM
DXP,Công ty Cổ phần Cảng Đoạn Xá,Công nghiệp,HNX
MQB,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Công nghiệp,UPCOM
MTL,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Công nghiệp,UPCOM
HUG,Tổng công ty May Hưng Yên - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
MSR,Công ty Cổ phần Masan High-Tech Materials,Nguyên vật liệu,UPCOM
DHA,Công ty Cổ phần Hóa An,Công nghiệp,HOSE
CLL,Công ty Cổ phần Cảng Cát Lái,Công nghiệp,HOSE
MST,Công ty Cổ phần Đầu tư MST,Công nghiệp,HNX
NAU,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Công nghiệp,UPCOM
AMP,Công ty Cổ phần Armephaco,Dược phẩm và Y tế,UPCOM
H11,Công ty Cổ phần Xây dựng HUD101,Công nghiệp,UPCOM
DIG,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng,Tài chính,HOSE
MWG,Công ty Cổ phần Đầu tư Thế Giới Di Động,Dịch vụ Tiêu dùng,HOSE
NDP,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm và Y tế,UPCOM
HU4,Công ty Cổ phần Đầu tư và Xây dựng HUD4,Công nghiệp,UPCOM
CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,Công nghiệp,UPCOM
IDJ,Công ty Cổ phần Đầu tư IDJ Việt Nam,Tài chính,HNX
MTP,Công ty Cổ phần Dược Medipharco,Dược phẩm và Y tế,UPCOM
NAC,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,Công nghiệp,UPCOM
NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,Công nghiệp,HNX
HDW,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,Tiện ích Cộng đồng,UPCOM
HAP,Công ty Cổ phần Tập Đoàn Hapaco,Nguyên vật liệu,HOSE
PAC,Công ty Cổ phần Pin Ắc quy Miền Nam,Công nghiệp,HOSE
IST,Công ty Cổ phần ICD Tân Cảng Sóng Thần,Công nghiệp,UPCOM
ITS,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Công nghiệp,UPCOM
L45,Công ty Cổ phần Lilama 45.1,Công nghiệp,UPCOM
VET,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,Nguyên vật liệu,UPCOM
NAG,Công ty Cổ phần Tập đoàn Nagakawa,Công nghiệp,HNX
CTX,Tổng Công ty Cổ phần Đầu tư Xây dựng và Thương mại Việt Nam,Công nghiệp,UPCOM
NJC,Công ty Cổ phần May Nam Định,Hàng Tiêu dùng,UPCOM
NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,Tài chính,HOSE
NAB,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng,HOSE
NBC,Công ty Cổ phần Than Núi Béo - Vinacomin,Nguyên vật liệu,HNX
BAB,Ngân hàng Thương mại Cổ phần Bắc Á,Ngân hàng,HNX
NAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Việt Nam,Công nghiệp,UPCOM
NAV,Công ty Cổ phần Nam Việt,Công nghiệp,HOSE
HD6,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,Tài chính,UPCOM
NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,Tiện ích Cộng đồng,HNX
NCS,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Hàng Tiêu dùng,UPCOM
NBE,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Dịch vụ Tiêu dùng,UPCOM
LIX,Công ty Cổ phần Bột Giặt LIX,Hàng Tiêu dùng,HOSE
HND,Công ty Cổ phần Nhiệt điện Hải Phòng,Tiện ích Cộng đồng,UPCOM
DGW,Công ty Cổ phần Thế Giới Số,Dịch vụ Tiêu dùng,HOSE
ITA,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Tài chính,UPCOM
LM8,Công ty Cổ phần Lilama 18,Công nghiệp,HOSE
NDW,Công ty Cổ phần Cấp nước Nam Định,Tiện ích Cộng đồng,UPCOM
YBM,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,Nguyên vật liệu,HOSE
NBW,Công ty Cổ phần Cấp nước Nhà Bè,Tiện ích Cộng đồng,HNX
NED,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,Công nghiệp,UPCOM
HU3,Công ty Cổ phần Đầu tư và Xây dựng HUD3,Công nghiệp,UPCOM
HTE,Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Công nghiệp,UPCOM
HPW,Công ty Cổ phần Cấp nước Hải Phòng,Tiện ích Cộng đồng,UPCOM
NCT,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,Công nghiệp,HOSE
MND,Công ty Cổ phần Môi trường Nam Định,Công nghiệp,UPCOM
NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Hàng Tiêu dùng,UPCOM
NFC,Công ty Cổ phần Phân lân Ninh Bình,Nguyên vật liệu,HNX
KDM,Công ty Cổ phần Tập đoàn GCL,Công nghiệp,HNX
NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Hàng Tiêu dùng,UPCOM
NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,Tài chính,HNX
HGM,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Nguyên vật liệu,HNX
NHH,Công ty Cổ phần Nhựa Hà Nội,Nguyên vật liệu,HOSE
ICC,Công ty Cổ phần Xây dựng Công nghiệp,Công nghiệp,UPCOM
HAC,Công ty Cổ phần Chứng khoán Hải Phòng,Tài chính,UPCOM
NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,Công nghiệp,UPCOM
NHV,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,Nguyên vật liệu,UPCOM
NET,Công ty Cổ phần Bột giặt Net,Hàng Tiêu dùng,HNX
FMC,Công ty Cổ phần Thực phẩm Sao Ta,Hàng Tiêu dùng,HOSE
NRC,Công ty Cổ phần Tập đoàn NRC,Tài chính,HNX
FHN,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,Dịch vụ Tiêu dùng,UPCOM
VCE,Công ty Cổ phần Xây lắp Môi trường,Công nghiệp,UPCOM
NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,Tiện ích Cộng đồng,UPCOM
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Hàng Tiêu dùng,HOSE
NNC,Công ty Cổ phần Đá Núi Nhỏ,Công nghiệp,HOSE
CSV,Công ty Cổ phần Hóa chất Cơ bản miền Nam,Nguyên vật liệu,HOSE
CTB,Công ty Cổ phần Chế tạo Bơm Hải Dương,Công nghiệp,HNX
CTD,Công ty Cổ phần Xây dựng Coteccons,Công nghiệp,HOSE
GEG,Công ty Cổ phần Điện Gia Lai,Tiện ích Cộng đồng,HOSE
GMC,Công ty Cổ phần Garmex Sài Gòn,Hàng Tiêu dùng,UPCOM
IN4,Công ty Cổ phần In số 4,Dịch vụ Tiêu dùng,UPCOM
HVG,Công ty Cổ phần Hùng Vương,Hàng Tiêu dùng,UPCOM
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Công nghiệp,UPCOM
LAI,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,Công nghiệp,UPCOM
LPB,Ngân hàng Thương mại Cổ phần Lộc Phát Việt Nam,Ngân hàng,HOSE
NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,Tiện ích Cộng đồng,UPCOM
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Hàng Tiêu dùng,HOSE
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,Tài chính,HOSE
L61,Công ty Cổ phần Lilama 69-1,Công nghiệp,UPCOM
MSN,Công ty Cổ phần Tập đoàn Masan,Hàng Tiêu dùng,HOSE
PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Nguyên vật liệu,HNX
NST,Công ty Cổ phần Ngân Sơn,Hàng Tiêu dùng,HNX
HNF,Công ty Cổ phần Thực phẩm Hữu Nghị,Hàng Tiêu dùng,UPCOM
PLP,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,Nguyên vật liệu,HOSE
NQB,Công ty Cổ phần Cấp nước Quảng Bình,Tiện ích Cộng đồng,UPCOM
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Tiện ích Cộng đồng,HOSE
NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,Tài chính,UPCOM
DM7,Công ty Cổ phần Dệt may 7,Hàng Tiêu dùng,UPCOM
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,Tài chính,HOSE
INC,Công ty Cổ phần Tư vấn Đầu tư IDICO,Công nghiệp,HNX
NTT,Công ty Cổ phần Dệt - May Nha Trang,Hàng Tiêu dùng,UPCOM
PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,Tiện ích Cộng đồng,UPCOM
IRC,Công ty Cổ phần Cao su Công nghiệp,Nguyên vật liệu,UPCOM
HBS,Công ty Cổ phần Chứng khoán Hòa Bình,Tài chính,HNX
NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Tài chính,HOSE
MES,Công ty Cổ phần Cơ điện Công trình,Công nghiệp,UPCOM
NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,Công nghiệp,UPCOM
NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,Tiện ích Cộng đồng,UPCOM
LMH,Công ty Cổ phần Quốc Tế Holding,Tài chính,UPCOM
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Tài chính,HOSE
KVC,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Nguyên vật liệu,UPCOM
NWT,Công ty Cổ phần Vận tải Newway,Dịch vụ Tiêu dùng,UPCOM
KPF,Công ty Cổ phần Đầu tư Tài sản KOJI,Công nghiệp,UPCOM
OCH,Công ty Cổ phần One Capital Hospitality,Hàng Tiêu dùng,HNX
EVS,Công ty Cổ phần Chứng khoán EVS,Tài chính,HNX
OGC,Công ty Cổ phần Tập đoàn Đại Dương,Tài chính,HOSE
MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Nguyên vật liệu,UPCOM
ONE,Công ty Cổ phần Công nghệ ONE,Công nghệ Thông tin,HNX
MKP,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Dược phẩm và Y tế,UPCOM
ONW,Công ty Cổ phần Dịch vụ Một Thế giới,Dịch vụ Tiêu dùng,UPCOM
MEL,Công ty Cổ phần Thép Mê Lin,Nguyên vật liệu,HNX
KHW,Công ty Cổ phần Cấp thoát nước Khánh Hòa,Tiện ích Cộng đồng,UPCOM
OCB,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng,HOSE
OPC,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm và Y tế,HOSE
PAI,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí",Viễn thông,UPCOM
MSB,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,Ngân hàng,HOSE
PCC,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Công nghiệp,UPCOM
MNB,Tổng Công ty May Nhà Bè - Công ty Cổ phần,Hàng Tiêu dùng,UPCOM
PCG,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,Tiện ích Cộng đồng,UPCOM
HHB,Công ty Cổ Phần Bia Hà Nội - Hồng Hà,Hàng Tiêu dùng,UPCOM
PCM,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,Công nghiệp,UPCOM
HC1,Công ty Cổ phần Xây dựng số 1 Hà Nội,Công nghiệp,UPCOM
PDB,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,Công nghiệp,HNX
ORS,Công ty Cổ phần Chứng khoán Tiên Phong,Tài chính,HOSE
PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Dịch vụ Tiêu dùng,UPCOM
PDN,Công ty Cổ phần Cảng Đồng Nai,Công nghiệp,HOSE
PAP,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Công nghiệp,UPCOM
PAS,Công ty Cổ phần Quốc tế Phương Anh,Nguyên vật liệu,UPCOM
MCO,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,Công nghiệp,HNX
PCT,Công ty Cổ phần Vận tải Biển Global Pacific,Công nghiệp,HNX
MHC,Công ty Cổ phần MHC,Công nghiệp,HOSE
PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Công nghiệp,HNX
PC1,Công ty Cổ phần Tập đoàn PC1,Công nghiệp,HOSE
PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,Tài chính,HOSE
PEN,Công ty Cổ phần Xây lắp III Petrolimex,Công nghiệp,HNX
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Dịch vụ Tiêu dùng,HOSE
PGC,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,Tiện ích Cộng đồng,HOSE
MRF,Công ty Cổ phần MERUFA,Dược phẩm và Y tế,UPCOM
PGT,Công ty Cổ phần PGT Holdings,Dịch vụ Tiêu dùng,HNX
L63,Công ty Cổ phần Lilama 69-3,Công nghiệp,UPCOM
PDV,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Công nghiệp,HOSE
PHS,Công ty Cổ phần Chứng khoán Phú Hưng,Tài chính,UPCOM
PEC,Công ty Cổ phần Cơ khí Điện lực,Công nghiệp,UPCOM
PEQ,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Dầu khí,UPCOM
HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Tài chính,HOSE
PCF,Công ty Cổ phần Cà phê PETEC,Hàng Tiêu dùng,UPCOM
L35,Công ty Cổ phần Cơ khí Lắp máy Lilama,Công nghiệp,UPCOM
LCS,Công ty Cổ phần Licogi 16.6,Công nghiệp,UPCOM
LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Dược phẩm và Y tế,HNX
NAW,Công ty Cổ phần Cấp nước Nghệ An,Tiện ích Cộng đồng,UPCOM
HD2,Công ty Cổ phần Đầu tư phát triển nhà HUD2,Tài chính,UPCOM
PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,Tiện ích Cộng đồng,UPCOM
PTV,Công ty Cổ phần Thương mại Dầu khí,Dầu khí,UPCOM
PLX,Tập đoàn Xăng dầu Việt Nam,Dầu khí,HOSE
NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Công nghiệp,HNX
ILB,Công ty Cổ phần ICD Tân Cảng - Long Bình,Công nghiệp,HOSE
PID,Công ty Cổ phần Trang trí nội thất Dầu khí,Công nghiệp,UPCOM
PIS,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,Nguyên vật liệu,UPCOM
PFL,Công ty Cổ phần Dầu khí Đông Đô,Công nghiệp,UPCOM
PGB,Ngân hàng Thương mại Cổ phần Thịnh vượng và Phát triển,Ngân hàng,UPCOM
PGD,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,Tiện ích Cộng đồng,HOSE
PGN,Công ty Cổ phần Phụ Gia Nhựa,Nguyên vật liệu,HNX
EIN,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,Dịch vụ Tiêu dùng,UPCOM
PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Dịch vụ Tiêu dùng,HOSE
PBC,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,Dược phẩm và Y tế,UPCOM
PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,Tiện ích Cộng đồng,HNX
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Công nghiệp,HOSE
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Công nghiệp,HNX
PHH,Công ty Cổ phần Hồng Hà Việt Nam,Công nghiệp,UPCOM
PHR,Công ty Cổ phần Cao su Phước Hòa,Nguyên vật liệu,HOSE
NNT,Công ty Cổ phần Cấp nước Ninh Thuận,Tiện ích Cộng đồng,UPCOM
PLE,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Công nghiệp,UPCOM
MHL,Công ty Cổ phần Minh Hữu Liên,Nguyên vật liệu,UPCOM
MIE,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Công nghiệp,UPCOM
PNP,Công ty Cổ phần Tân Cảng – Phú Hữu,Công nghiệp,UPCOM
PNT,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Công nghiệp,UPCOM
POM,Công ty Cổ phần Thép Pomina,Nguyên vật liệu,UPCOM
PIA,Công ty Cổ phần Tin học Viễn thông Petrolimex,Viễn thông,HNX
L40,Công ty Cổ phần Đầu tư và Xây dựng 40,Công nghiệp,HNX
PIC,Công ty Cổ phần Đầu tư Điện lực 3,Tiện ích Cộng đồng,HNX
POT,Công ty Cổ phần Thiết bị Bưu điện,Công nghệ Thông tin,HNX
NDC,Công ty Cổ phần Nam Dược,Dược phẩm và Y tế,UPCOM
